id,Name,Agent.type,Human.classification,Animal.classification,Security.sensitive.biological.agent,Terrestrial.animal.pathogen.under.Canadian.Food.Inspection.Agency.authority,Containment.level,Considerations.for.containment,Agent.created.date,Agent.last.modified.date,Alternate.names,taxID
e46ee3d4-5b94-e511-814c-000c2902c387,Achromobacter piechaudii,Bacteria,RG2,RG1,No,No,Containment Level 2,,2015-11-29 7:10,2018-02-21 18:49,Alcaligenes piechaudii,72556
026fe3d4-5b94-e511-814c-000c2902c387,Achromobacter xylosoxidans,Bacteria,RG2,RG2,No,No,Containment Level 2,,2015-11-29 7:10,2018-02-21 18:49,"Alcaligenes xylosoxidans,Alcaligenes xylosoxydans,Alcaligenes denitrificans subsp. xylosoxydans",85698
0c6fe3d4-5b94-e511-814c-000c2902c387,Achromobacter xylosoxidans subsp. xylosoxidans,Bacteria,RG2,RG1,No,No,Containment Level 2,,2015-11-29 7:10,2024-03-05 20:17,Alcaligenes xylosoxidans subsp. xylosoxidans,85698
306fe3d4-5b94-e511-814c-000c2902c387,Acidaminococcus fermentans,Bacteria,RG2,RG1,No,No,Containment Level 2,,2015-11-29 7:10,2024-03-05 20:30,,905
5cdfdeda-5b94-e511-814c-000c2902c387,Acidiphilium organovorum,Bacteria,RG2,,No,No,Containment Level 2,,2015-11-29 7:10,2018-02-21 18:49,,33999
40e0deda-5b94-e511-814c-000c2902c387,Acinetobacter antiviralis,Bacteria,RG2,RG2,No,No,Containment Level 2,,2015-11-29 7:10,2018-02-21 18:49,,363192
4ae0deda-5b94-e511-814c-000c2902c387,Acinetobacter baumannii,Bacteria,RG2,RG1,No,No,Containment Level 2,,2015-11-29 7:10,2018-02-21 18:49,,470
72e0deda-5b94-e511-814c-000c2902c387,Acinetobacter boissieri,Bacteria,RG2,RG2,No,No,Containment Level 2,,2015-11-29 7:10,2018-02-21 18:49,,1219383
86e0deda-5b94-e511-814c-000c2902c387,Acinetobacter brisouii,Bacteria,RG2,RG2,No,No,Containment Level 2,,2015-11-29 7:10,2018-02-21 18:49,,396323
9ae0deda-5b94-e511-814c-000c2902c387,Acinetobacter calcoaceticus subsp. anitratus,Bacteria,RG2,RG2,No,No,Containment Level 2,,2015-11-29 7:10,2024-05-16 18:59,"Acinetobacter anitratum,Acinetobacter anitratus",107673
a4e0deda-5b94-e511-814c-000c2902c387,Acinetobacter gerneri,Bacteria,RG2,RG2,No,No,Containment Level 2,,2015-11-29 7:10,2018-02-21 18:49,,202952
cce0deda-5b94-e511-814c-000c2902c387,Acinetobacter indicus,Bacteria,RG2,RG2,No,No,Containment Level 2,,2015-11-29 7:10,2024-02-22 20:13,Acinetobacter guangdongensis,756892
d6e0deda-5b94-e511-814c-000c2902c387,Acinetobacter johnsonii,Bacteria,RG2,RG1,No,No,Containment Level 2,"This biological agent is an aquatic animal pathogen and, as such, the importation and use of this pathogen are regulated by the Canadian Food Inspection Agency (CFIA). Please contact the CFIA at cfia.biocontainment-bioconfinement.acia@canada.ca to obtain additional information. ",2015-11-29 7:10,2021-11-25 16:16,Alcaligenes viscolactis,40214
eae0deda-5b94-e511-814c-000c2902c387,Acinetobacter kookii,Bacteria,RG2,RG2,No,No,Containment Level 2,,2015-11-29 7:10,2018-02-21 18:49,,1226327
f4e0deda-5b94-e511-814c-000c2902c387,Acinetobacter kyonggiensis,Bacteria,RG2,RG2,No,No,Containment Level 2,,2015-11-29 7:10,2024-02-22 20:26,Moraxella lwoffi,595670
12e1deda-5b94-e511-814c-000c2902c387,Acinetobacter nectaris,Bacteria,RG2,RG2,No,No,Containment Level 2,,2015-11-29 7:10,2018-02-21 18:49,,1219382
50c1e9e0-5b94-e511-814c-000c2902c387,Acinetobacter psychrotolerans,Bacteria,RG2,RG2,No,No,Containment Level 2,,2015-11-29 7:10,2024-02-22 20:38,,320323
5ac1e9e0-5b94-e511-814c-000c2902c387,Acinetobacter puyangensis,Bacteria,RG2,RG2,No,No,Containment Level 2,,2015-11-29 7:10,2018-02-21 18:49,,1096779
64c1e9e0-5b94-e511-814c-000c2902c387,Acinetobacter qingfengensis,Bacteria,RG2,RG2,No,No,Containment Level 2,,2015-11-29 7:10,2018-02-21 18:49,,1262585
78c1e9e0-5b94-e511-814c-000c2902c387,Acinetobacter rhizosphearea,Bacteria,RG2,RG2,No,No,Containment Level 2,,2015-11-29 7:10,2018-02-21 18:49,,243922
82c1e9e0-5b94-e511-814c-000c2902c387,Acinetobacter rudis,Bacteria,RG2,RG2,No,No,Containment Level 2,,2015-11-29 7:10,2018-02-21 18:49,,632955
bec1e9e0-5b94-e511-814c-000c2902c387,Acinetobacter tjernbergiae,Bacteria,RG2,RG2,No,No,Containment Level 2,,2015-11-29 7:10,2018-02-21 18:49,,202955
3ac2e9e0-5b94-e511-814c-000c2902c387,Actinobacillus equuli,Bacteria,RG2,RG2,No,No,Containment Level 2,,2015-11-29 7:10,2018-02-21 18:50,"Shigella equi,Shigella equirulis,Shigella equuli,Bacillus equirulis,Bacillus equuli,Shigella viscosa,Bacillus pyosepticus,Bacterium pyosepticum viscosum,Bacillus nephritidis equi,Eberthella viscosa,Bacterium equi",718
44c2e9e0-5b94-e511-814c-000c2902c387,Actinobacillus equuli subsp. equuli,Bacteria,RG2,RG2,No,No,Containment Level 2,,2015-11-29 7:10,2018-02-21 18:50,,202947
4ec2e9e0-5b94-e511-814c-000c2902c387,Actinobacillus equuli subsp. haemolyticus,Bacteria,RG2,RG2,No,No,Containment Level 2,,2015-11-29 7:10,2018-02-21 18:50,,202948
bcc2e9e0-5b94-e511-814c-000c2902c387,Actinobacillus suis,Bacteria,RG2,RG2,No,No,Containment Level 2,,2015-11-29 7:10,2018-02-21 18:50,,716
c6c2e9e0-5b94-e511-814c-000c2902c387,Actinobacillus ureae,Bacteria,RG2,RG2,No,No,Containment Level 2,,2015-11-29 7:10,2018-02-21 18:50,"Pasteurella haemolytica var. ureae,Pasteurella ureae",723
e2c2e9e0-5b94-e511-814c-000c2902c387,Actinobaculum suis,Bacteria,RG2,RG2,No,No,Containment Level 2,,2015-11-29 7:10,2024-04-02 19:03,"Actinomyces suis,Eubacterium suis,Corynebacterium suis",1657
932de8e6-5b94-e511-814c-000c2902c387,Actinomadura madurae,Bacteria,RG2,RG2,No,No,Containment Level 2,,2015-11-29 7:10,2018-02-21 18:50,Streptothrix madurae,1993
b12de8e6-5b94-e511-814c-000c2902c387,Actinomadura pelletieri,Bacteria,RG2,RG2,No,No,Containment Level 2,,2015-11-29 7:10,2018-02-21 18:50,"Nocardia pelletieri,Micrococcus pelletieri",111805
757bdfec-5b94-e511-814c-000c2902c387,Actinomyces israelii,Bacteria,RG2,RG2,No,No,Containment Level 2,,2015-11-29 7:10,2018-02-21 18:50,"Streptothrix israeli,Actinobacterium israeli",1659
897bdfec-5b94-e511-814c-000c2902c387,Actinomyces naeslundii,Bacteria,RG2,RG2,No,No,Containment Level 2,,2015-11-29 7:10,2024-02-23 21:47,Actinomyces naeslundi,1655
ef7bdfec-5b94-e511-814c-000c2902c387,Actinomyces radicidentis,Bacteria,RG2,RG1,No,No,Containment Level 2,,2015-11-29 7:10,2018-02-21 18:50,,111015
9f7cdfec-5b94-e511-814c-000c2902c387,Actinomyces viscosus,Bacteria,RG2,RG2,No,No,Containment Level 2,,2015-11-29 7:10,2024-02-23 22:24,Odontomyces viscosus,1656
d8c2e9e0-5b94-e511-814c-000c2902c387,Actinotignum schaalii,Bacteria,RG2,RG1,No,No,Containment Level 2,,2015-11-29 7:10,2024-02-26 18:00,"Actinomyces schaalii,Actinobaculum schaalii",59505
8565dbf2-5b94-e511-814c-000c2902c387,Aerococcus christensenii,Bacteria,RG2,RG1,No,No,Containment Level 2,,2015-11-29 7:10,2024-02-26 19:16,,87541
9a65dbf2-5b94-e511-814c-000c2902c387,Aerococcus sanguinicola,Bacteria,RG2,RG2,No,No,Containment Level 2,,2015-11-29 7:10,2021-11-25 16:16,Aerococcus sanguicola,119206
ae65dbf2-5b94-e511-814c-000c2902c387,Aerococcus urinae,Bacteria,RG2,RG1,No,No,Containment Level 2,,2015-11-29 7:10,2018-02-21 18:50,,1376
ed65dbf2-5b94-e511-814c-000c2902c387,Aerococcus viridans,Bacteria,RG2,RG2,No,No,Containment Level 2,,2015-11-29 7:10,2018-02-21 18:50,"Pediococcus homari,Gaffkya homari",1377
8166dbf2-5b94-e511-814c-000c2902c387,Aeromonas caviae,Bacteria,RG2,RG1,No,No,Containment Level 2,,2015-11-29 7:10,2024-02-26 20:43,"Bacillus punctatus,Aeromonas hydrophila subsp. anaerogenes,Pseudomonas caviae,Aeromonas punctata,Aeromonas punctata subsp. caviae",648
eb66dbf2-5b94-e511-814c-000c2902c387,Aeromonas hydrophila,Bacteria,RG2,RG1,No,No,Containment Level 2,,2015-11-29 7:10,2018-02-21 18:50,"Bacillus hydrophilus,Aeromonas dourgesi,Pseudomonas hydrophila,Aeromonas liquefaciens,Bacillus hydrophilus fuscus,Bacterium hydrophilum,Proteus hydrophilus,Proteus ichthyosmius",644
4367dbf2-5b94-e511-814c-000c2902c387,Aeromonas hydrophila subsp. hydrophila,Bacteria,RG2,RG1,No,No,Containment Level 2,,2015-11-29 7:10,2018-02-21 18:50,,196023
6e67dbf2-5b94-e511-814c-000c2902c387,Aeromonas jandaei,Bacteria,RG2,RG1,No,No,Containment Level 2,,2015-11-29 7:10,2018-02-21 18:50,,650
db67dbf2-5b94-e511-814c-000c2902c387,Aeromonas punctata subsp. punctata,Bacteria,RG2,RG1,No,No,Containment Level 2,,2015-11-29 7:10,2018-02-21 18:50,,648
02c6d3f8-5b94-e511-814c-000c2902c387,Aeromonas sobria,Bacteria,RG2,RG1,No,No,Containment Level 2,,2015-11-29 7:10,2018-02-21 18:50,,646
2dc6d3f8-5b94-e511-814c-000c2902c387,Aeromonas veronii biovar sobria,Bacteria,RG2,RG1,No,No,Containment Level 2,,2015-11-29 7:10,2024-02-27 0:35,,114517
43c6d3f8-5b94-e511-814c-000c2902c387,Aeromonas veronii biovar veronii,Bacteria,RG2,RG1,No,No,Containment Level 2,,2015-11-29 7:10,2024-02-27 0:39,,197701
96c6d3f8-5b94-e511-814c-000c2902c387,Afipia birgiae,Bacteria,RG2,RG1,No,No,Containment Level 2,,2015-11-29 7:10,2024-02-27 0:46,,151414
d5c6d3f8-5b94-e511-814c-000c2902c387,Afipia felis,Bacteria,RG2,RG1,No,No,Containment Level 2,,2015-11-29 7:10,2024-03-01 13:57,,1035
eec6d3f8-5b94-e511-814c-000c2902c387,Afipia massiliensis,Bacteria,RG2,RG1,No,No,Containment Level 2,,2015-11-29 7:10,2024-03-01 13:58,,211460
15c7d3f8-5b94-e511-814c-000c2902c387,Aggregatibacter actinomycetemcomitans,Bacteria,RG2,RG1,No,No,Containment Level 2,,2015-11-29 7:10,2018-02-21 18:50,"Bacterium acetinomycetum comitans,Actinobacillus actinomycetemcomitans,Bacterium actinomycetemcomitans,Haemophilus actinomycetemcomitans,Bacterium actinomycetem comitans,Bacterium comitans",714
778c170c-5d94-e511-814c-000c2902c387,Aggregatibacter aphrophilus,Bacteria,RG2,RG1,No,No,Containment Level 2,,2015-11-29 7:11,2024-03-20 22:10,"Haemophilus aphrophilus,Haemophilus paraphrophilus",732
2ac7d3f8-5b94-e511-814c-000c2902c387,Aggregatibacter segnis,Bacteria,RG2,RG1,No,No,Containment Level 2,,2015-11-29 7:10,2024-03-20 22:27,Haemophilus segnis,739
52c7d3f8-5b94-e511-814c-000c2902c387,Agitococcus lubricus,Bacteria,RG2,RG1,No,No,Containment Level 2,,2015-11-29 7:10,2024-03-01 14:21,,1077255
8cb7af7e-6294-e511-814c-000c2902c387,Alaria alata,Parasite,RG2,RG2,No,No,Containment Level 2,,2015-11-29 7:12,2024-03-11 14:57,Alaria alaria,138590
ffc8d3f8-5b94-e511-814c-000c2902c387,Alcaligenes faecalis,Bacteria,RG2,RG2,No,No,Containment Level 2,,2015-11-29 7:10,2018-02-21 18:50,,511
29c9d3f8-5b94-e511-814c-000c2902c387,Alcaligenes faecalis subsp. faecalis,Bacteria,RG2,RG2,No,No,Containment Level 2,,2015-11-29 7:10,2018-02-21 18:50,"Alcaligenes odorans,Pseudomonas odorans",32001
a6d0cffe-5b94-e511-814c-000c2902c387,Alistipes putredinis,Bacteria,RG2,,No,No,Containment Level 2,,2015-11-29 7:10,2024-03-01 16:18,"Bacteroides putredinis,Bacillus putredinis,Ristella putredinis,Pseudobacterium putredinis",28117
bfd1cffe-5b94-e511-814c-000c2902c387,Alloiococcus otitis,Bacteria,RG2,RG1,No,No,Containment Level 2,,2015-11-29 7:10,2024-03-01 16:28,Alloiococcus otitidis,1652
b632f400-5e94-e511-814c-000c2902c387,Alloprevotella tannerae,Bacteria,RG2,RG1,No,No,Containment Level 2,,2015-11-29 7:11,2024-04-09 13:54,Prevotella tannerae,76122
c41050e5-5f94-e511-814c-000c2902c387,Alphainfluenzavirus influenzae (H1N1)pdm09,Virus,RG2,RG2,No,No,Containment Level 2,"Activities with Influenza A viruses are to be carried out in accordance with the Biosafety Directive for New and Emerging Influenza A Viruses, as amended from time to time: https://www.canada.ca/en/public-health/services/laboratory-biosafety-biosecurity/biosafety-directives-advisories-notifications.html",2015-11-29 7:12,2024-07-24 17:00,Influenza A (H1N1)pdm09,114727
2ee989ef-0db4-eb11-814d-0050568253d3,Alphainfluenzavirus influenzae (H1N2)v,Virus,RG2,RG2,No,No,Containment Level 2,"Activities with Influenza A viruses are to be carried out in accordance with the Biosafety Directive for New and Emerging Influenza A Viruses, as amended from time to time: https://www.canada.ca/en/public-health/services/laboratory-biosafety-biosecurity/biosafety-directives-advisories-notifications.html",2021-05-13 17:09,2024-07-24 17:01,Influenza A virus (H1N2)v,114728
c3252341-aca9-e511-80e1-0050568253d3,Alphainfluenzavirus influenzae A/Anhui/01/2005(H5N1)-PR8 IDCDC RG6,Virus,RG2,RG2,No,Yes,Containment Level 2,"Activities with Influenza A viruses are to be carried out in accordance with the Biosafety Directive for New and Emerging Influenza A Viruses, as amended from time to time: https://www.canada.ca/en/public-health/services/laboratory-biosafety-biosecurity/biosafety-directives-advisories-notifications.html",2015-12-23 19:35,2024-07-24 17:01,Influenza A /Anhui/01/2005(H5N1)-PR8 IDCDC RG6,NA
94d289c8-ada9-e511-80e1-0050568253d3,Alphainfluenzavirus influenzae A/Anhui/1/2013(H7N9)-PR8 NIBRG-268,Virus,RG2,RG2,No,Yes,Containment Level 2,"Activities with Influenza A viruses are to be carried out in accordance with the Biosafety Directive for New and Emerging Influenza A Viruses, as amended from time to time: https://www.canada.ca/en/public-health/services/laboratory-biosafety-biosecurity/biosafety-directives-advisories-notifications.html",2015-12-23 19:46,2024-07-24 17:02,Influenza A /Anhui/1/2013(H7N9)-PR8 NIBRG-268,NA
c61150e5-5f94-e511-814c-000c2902c387,Alphainfluenzavirus influenzae A/Ann Arbor/6/60 cold-adapted (H2N2),Virus,RG2,RG2,No,No,Containment Level 2,"Activities with Influenza A viruses are to be carried out in accordance with the Biosafety Directive for New and Emerging Influenza A Viruses, as amended from time to time: https://www.canada.ca/en/public-health/services/laboratory-biosafety-biosecurity/biosafety-directives-advisories-notifications.html",2015-11-29 7:12,2024-07-24 17:02,Influenza A /Ann Arbor/6/60 cold-adapted (H2N2),NA
fccef41f-27b4-ec11-8157-0050568253d3,Alphainfluenzavirus influenzae A/Astrakhan/3212/2020 (H5N8) IDCDC-RG71A,Virus,RG2,,No,Yes,Containment Level 2,"Activities with Influenza A viruses are to be carried out in accordance with the Biosafety Directive for New and Emerging Influenza A Viruses, as amended from time to time: https://www.canada.ca/en/public-health/services/laboratory-biosafety-biosecurity/biosafety-directives-advisories-notifications.html",2022-04-04 14:54,2024-07-24 17:04,,NA
dca2ae5e-6be9-ef11-817f-0050568253d3,Alphainfluenzavirus influenzae A/California/7/2009(H1N1)-PA(I38M),Virus,RG2,RG2,No,,Containment Level 2,"Activities with Influenza A viruses are to be carried out in accordance with the Biosafety Directive for New and Emerging Influenza A Viruses, as amended from time to time: https://www.canada.ca/en/public-health/services/laboratory-biosafety-biosecurity/biosafety-directives-advisories-notifications.html
In order to prevent further reassortment, it is strongly recommended to avoid working with various strains of influenza A at the same time, particularly in in vivo models. Separation of such work can be spatial (e.g., different biological safety cabinet [BSC]) or temporal (e.g., scheduling). 
Respirators to be worn where there is a risk of exposure to infectious aerosols.",2025-02-12 18:01,2025-05-01 17:55,,NA
fa750c4b-26e3-ef11-817e-0050568253d3,Alphainfluenzavirus influenzae A/California/7/2009(H1N1)-PA(I38T),Virus,RG2,RG2,No,,Containment Level 2,"Activities with Influenza A viruses are to be carried out in accordance with the Biosafety Directive for New and Emerging Influenza A Viruses, as amended from time to time: https://www.canada.ca/en/public-health/services/laboratory-biosafety-biosecurity/biosafety-directives-advisories-notifications.html
In order to prevent further reassortment, it is strongly recommended to avoid working with various strains of influenza A at the same time, particularly in in vivo models. Separation of such work can be spatial (e.g., different biological safety cabinet [BSC]) or temporal (e.g., scheduling). 
Respirators to be worn where there is a risk of exposure to infectious aerosols.
",2025-02-04 18:31,2025-05-01 17:53,,NA
d4482d0b-aaa9-e511-80e1-0050568253d3,Alphainfluenzavirus influenzae A/California/7/2009(H1N1)-PR8 NYMC X-181,Virus,RG2,RG2,No,No,Containment Level 2,"Activities with Influenza A viruses are to be carried out in accordance with the Biosafety Directive for New and Emerging Influenza A Viruses, as amended from time to time: https://www.canada.ca/en/public-health/services/laboratory-biosafety-biosecurity/biosafety-directives-advisories-notifications.html",2015-12-23 19:19,2024-07-24 17:05,Influenza A /California/7/2009(H1N1)-PR8 NYMC X-181,NA
f9055c47-aaa9-e511-80e1-0050568253d3,Alphainfluenzavirus influenzae A/California/7/2009(H1N1)-PR8 NYMC X-181A,Virus,RG2,RG2,No,No,Containment Level 2,"Activities with Influenza A viruses are to be carried out in accordance with the Biosafety Directive for New and Emerging Influenza A Viruses, as amended from time to time: https://www.canada.ca/en/public-health/services/laboratory-biosafety-biosecurity/biosafety-directives-advisories-notifications.html",2015-12-23 19:20,2024-07-24 17:07,Influenza A /California/7/2009(H1N1)-PR8 NYMC X-181A,NA
2164c381-aaa9-e511-80e1-0050568253d3,Alphainfluenzavirus influenzae A/California/7/2009(H1N1)-PR8 NYMC X-181B,Virus,RG2,RG2,No,No,Containment Level 2,"Activities with Influenza A viruses are to be carried out in accordance with the Biosafety Directive for New and Emerging Influenza A Viruses, as amended from time to time: https://www.canada.ca/en/public-health/services/laboratory-biosafety-biosecurity/biosafety-directives-advisories-notifications.html",2015-12-23 19:22,2024-07-24 17:09,Influenza A /California/7/2009(H1N1)-PR8 NYMC X-181B,NA
bfd155c8-a9a9-e511-80e1-0050568253d3,Alphainfluenzavirus influenzae A/California/7/2009(H1N1)-PR8 NYMC X179A,Virus,RG2,RG2,No,No,Containment Level 2,"Activities with Influenza A viruses are to be carried out in accordance with the Biosafety Directive for New and Emerging Influenza A Viruses, as amended from time to time: https://www.canada.ca/en/public-health/services/laboratory-biosafety-biosecurity/biosafety-directives-advisories-notifications.html",2015-12-23 19:17,2024-07-24 17:04,Influenza A /California/7/2009(H1N1)-PR8 NYMC X179A,NA
eb80dd00-aea9-e511-80e1-0050568253d3,Alphainfluenzavirus influenzae A/Chicken/Bangladesh/11rs1984-30/2011(H5N1)-PR8 IDCDC RG36,Virus,RG2,RG2,No,Yes,Containment Level 2,"Activities with Influenza A viruses are to be carried out in accordance with the Biosafety Directive for New and Emerging Influenza A Viruses, as amended from time to time: https://www.canada.ca/en/public-health/services/laboratory-biosafety-biosecurity/biosafety-directives-advisories-notifications.html",2015-12-23 19:47,2024-07-24 17:09,Influenza A /Chicken/Bangladesh/11rs1984-30/2011(H5N1)-PR8 IDCDC RG36,NA
89aebe1f-aba9-e511-80e1-0050568253d3,Alphainfluenzavirus influenzae A/Chicken/Hong Kong/G9/97(H9N2)-PR8 NIBRG-91,Virus,RG2,RG2,No,No,Containment Level 2,"Activities with Influenza A viruses are to be carried out in accordance with the Biosafety Directive for New and Emerging Influenza A Viruses, as amended from time to time: https://www.canada.ca/en/public-health/services/laboratory-biosafety-biosecurity/biosafety-directives-advisories-notifications.html",2015-12-23 19:27,2024-07-24 17:10,Influenza A /Chicken/Hong Kong/G9/97(H9N2)-PR8 NIBRG-91,NA
c8a9899d-5f94-e511-814c-000c2902c387,Alphainfluenzavirus influenzae A/Chicken/Vietnam/NCVD-03/2008(H5N1)-PR8-IDCDC-25a,Virus,RG2,RG2,No,Yes,Containment Level 2,"Activities with Influenza A viruses are to be carried out in accordance with the Biosafety Directive for New and Emerging Influenza A Viruses, as amended from time to time: https://www.canada.ca/en/public-health/services/laboratory-biosafety-biosecurity/biosafety-directives-advisories-notifications.html",2015-11-29 7:12,2024-07-24 17:11,Influenza A /Chicken/Vietnam/NCVD-03/2008(H5N1)-PR8-IDCDC-25a,NA
d3a9899d-5f94-e511-814c-000c2902c387,Alphainfluenzavirus influenzae A/Egypt/N03072/2010(H5N1)-PR8-IDCDC-29,Virus,RG2,RG2,No,Yes,Containment Level 2,"Activities with Influenza A viruses are to be carried out in accordance with the Biosafety Directive for New and Emerging Influenza A Viruses, as amended from time to time: https://www.canada.ca/en/public-health/services/laboratory-biosafety-biosecurity/biosafety-directives-advisories-notifications.html",2015-11-29 7:12,2024-07-24 17:11,Influenza A /Egypt/N03072/2010(H5N1)-PR8-IDCDC-29,NA
d2b4af9b-aba9-e511-80e1-0050568253d3,Alphainfluenzavirus influenzae A/gyrfalcon/Washington/41088-6/2014(H5N8)-PR8 IDCDC-RG43A,Virus,RG2,,No,Yes,Containment Level 2,"Activities with Influenza A viruses are to be carried out in accordance with the Biosafety Directive for New and Emerging Influenza A Viruses, as amended from time to time: https://www.canada.ca/en/public-health/services/laboratory-biosafety-biosecurity/biosafety-directives-advisories-notifications.html",2015-12-23 19:30,2024-07-24 17:11,Influenza A /gyrfalcon/Washington/41088-6/2014(H5N8)-PR8 IDCDC-RG43A,NA
00eafc3c-b34b-e711-8106-0050568253d3,Alphainfluenzavirus influenzae A/Hong Kong/125/2017(H7N9)-IDCDC-RG56B,Virus,RG2,,No,Yes,Containment Level 2,"Activities with Influenza A viruses are to be carried out in accordance with the Biosafety Directive for New and Emerging Influenza A Viruses, as amended from time to time: https://www.canada.ca/en/public-health/services/laboratory-biosafety-biosecurity/biosafety-directives-advisories-notifications.html",2017-06-07 18:58,2024-07-24 17:12,Influenza A /Hong Kong/125/2017(H7N9)-IDCDC-RG56B,NA
dea9899d-5f94-e511-814c-000c2902c387,Alphainfluenzavirus influenzae A/Hubei/1/2010(H5N1)-PR8-IDCDC-30,Virus,RG2,,No,Yes,Containment Level 2,"Activities with Influenza A viruses are to be carried out in accordance with the Biosafety Directive for New and Emerging Influenza A Viruses, as amended from time to time: https://www.canada.ca/en/public-health/services/laboratory-biosafety-biosecurity/biosafety-directives-advisories-notifications.html",2015-11-29 7:12,2024-07-24 17:12,Influenza A /Hubei/1/2010(H5N1)-PR8-IDCDC-30,NA
e9a9899d-5f94-e511-814c-000c2902c387,Alphainfluenzavirus influenzae A/India/NIV/2006(H5N1)-PR8-IBCDC-RG7,Virus,RG2,RG2,No,Yes,Containment Level 2,"Activities with Influenza A viruses are to be carried out in accordance with the Biosafety Directive for New and Emerging Influenza A Viruses, as amended from time to time: https://www.canada.ca/en/public-health/services/laboratory-biosafety-biosecurity/biosafety-directives-advisories-notifications.html",2015-11-29 7:12,2024-07-24 17:12,Influenza A /India/NIV/2006(H5N1)-PR8-IBCDC-RG7,NA
8ca4867a-aca9-e511-80e1-0050568253d3,Alphainfluenzavirus influenzae A/Indonesia/5/2005(H5N1)-PR8 IDCDC RG2,Virus,RG2,,No,Yes,Containment Level 2,"Activities with Influenza A viruses are to be carried out in accordance with the Biosafety Directive for New and Emerging Influenza A Viruses, as amended from time to time: https://www.canada.ca/en/public-health/services/laboratory-biosafety-biosecurity/biosafety-directives-advisories-notifications.html",2015-12-23 19:36,2024-07-24 17:13,Influenza A /Indonesia/5/2005(H5N1)-PR8 IDCDC RG2,NA
73935d57-13b3-e511-80e1-0050568253d3,Alphainfluenzavirus influenzae A/Mallard/Netherlands/12/2000(H7N1)-PR8 NIBRG-63,Virus,RG2,,No,Yes,Containment Level 2,"Activities with Influenza A viruses are to be carried out in accordance with the Biosafety Directive for New and Emerging Influenza A Viruses, as amended from time to time: https://www.canada.ca/en/public-health/services/laboratory-biosafety-biosecurity/biosafety-directives-advisories-notifications.html",2016-01-04 18:45,2024-07-24 17:13,Influenza A /Mallard/Netherlands/12/2000(H7N1)-PR8 NIBRG-63,NA
3f2983ec-aaa9-e511-80e1-0050568253d3,Alphainfluenzavirus influenzae A/Mallard/Netherlands/12/2000(H7N3)-PR8 NIBRG-60,Virus,RG2,,No,Yes,Containment Level 2,"Activities with Influenza A viruses are to be carried out in accordance with the Biosafety Directive for New and Emerging Influenza A Viruses, as amended from time to time: https://www.canada.ca/en/public-health/services/laboratory-biosafety-biosecurity/biosafety-directives-advisories-notifications.html",2015-12-23 19:25,2024-07-24 17:14,Influenza A /Mallard/Netherlands/12/2000(H7N3)-PR8 NIBRG-60,NA
f4a9899d-5f94-e511-814c-000c2902c387,Alphainfluenzavirus influenzae A/Mallard/Netherlands/12/2000(H7N7)-IBCDC-1,Virus,RG2,RG2,No,Yes,Containment Level 2,"Activities with Influenza A viruses are to be carried out in accordance with the Biosafety Directive for New and Emerging Influenza A Viruses, as amended from time to time: https://www.canada.ca/en/public-health/services/laboratory-biosafety-biosecurity/biosafety-directives-advisories-notifications.html",2015-11-29 7:12,2024-07-24 17:14,Influenza A /Mallard/Netherlands/12/2000(H7N7)-IBCDC-1,NA
af1050e5-5f94-e511-814c-000c2902c387,Alphainfluenzavirus influenzae A/New Jersey/8/1976 H1N1,Virus,RG2,,No,No,Containment Level 2,"Activities with Influenza A viruses are to be carried out in accordance with the Biosafety Directive for New and Emerging Influenza A Viruses, as amended from time to time: https://www.canada.ca/en/public-health/services/laboratory-biosafety-biosecurity/biosafety-directives-advisories-notifications.html",2015-11-29 7:12,2024-07-24 17:14,Influenza A /New Jersey/8/1976 H1N1,NA
ffa9899d-5f94-e511-814c-000c2902c387,Alphainfluenzavirus influenzae A/NWS/G70c (H1N9),Virus,RG2,,No,No,Containment Level 2,"Activities with Influenza A viruses are to be carried out in accordance with the Biosafety Directive for New and Emerging Influenza A Viruses, as amended from time to time: https://www.canada.ca/en/public-health/services/laboratory-biosafety-biosecurity/biosafety-directives-advisories-notifications.html",2015-11-29 7:12,2024-07-24 17:16,Influenza A /NWS/G70c (H1N9),NA
0aaa899d-5f94-e511-814c-000c2902c387,Alphainfluenzavirus influenzae A/pheasant/New Jersey/1355/1998(H5N2)/PR8-IBCDC-4,Virus,RG2,RG2,No,Yes,Containment Level 2,"Activities with Influenza A viruses are to be carried out in accordance with the Biosafety Directive for New and Emerging Influenza A Viruses, as amended from time to time: https://www.canada.ca/en/public-health/services/laboratory-biosafety-biosecurity/biosafety-directives-advisories-notifications.html",2015-11-29 7:12,2024-07-24 17:17,Influenza A /pheasant/New Jersey/1355/1998(H5N2)/PR8-IBCDC-4,NA
971050e5-5f94-e511-814c-000c2902c387,Alphainfluenzavirus influenzae A/Puerto Rico/8/1934 (H1N1),Virus,RG2,,No,No,Containment Level 2,"Activities with Influenza A viruses are to be carried out in accordance with the Biosafety Directive for New and Emerging Influenza A Viruses, as amended from time to time: https://www.canada.ca/en/public-health/services/laboratory-biosafety-biosecurity/biosafety-directives-advisories-notifications.html",2015-11-29 7:12,2024-07-24 17:18,"Influenza A virus (A/PR8/34 (H1N1)),Influenza A /Puerto Rico/8/1934 (H1N1)",NA
